Step,Epsilon_2,p,q,specificVoid
2042,0.2042,777.199,926.344,1.89455
2043,0.2043,777.188,926.35,1.89453
2044,0.2044,777.173,926.355,1.89452
2045,0.2045,777.162,926.361,1.8945
2046,0.2046,777.147,926.365,1.89449
2047,0.2047,777.136,926.372,1.89447
2048,0.2048,777.12,926.376,1.89446
2049,0.2049,777.11,926.383,1.89444
2050,0.205,777.094,926.387,1.89443
2051,0.2051,777.083,926.393,1.89441
2052,0.2052,777.068,926.398,1.8944
2053,0.2053,777.057,926.404,1.89438
2054,0.2054,777.041,926.408,1.89437
2055,0.2055,777.03,926.414,1.89435
2056,0.2056,777.014,926.419,1.89433
2057,0.2057,777.004,926.425,1.89432
2058,0.2058,776.988,926.429,1.8943
2059,0.2059,776.977,926.435,1.89429
2060,0.206,776.961,926.44,1.89427
2061,0.2061,776.95,926.446,1.89426
2062,0.2062,776.935,926.45,1.89424
2063,0.2063,776.923,926.455,1.89423
2064,0.2064,776.908,926.46,1.89421
2065,0.2065,776.897,926.466,1.8942
2066,0.2066,776.881,926.469,1.89418
2067,0.2067,776.87,926.475,1.89417
2068,0.2068,776.854,926.479,1.89415
2069,0.2069,776.843,926.485,1.89414
2070,0.207,776.827,926.489,1.89412
2071,0.2071,776.816,926.495,1.89411
2072,0.2072,776.8,926.499,1.89409
2073,0.2073,776.789,926.505,1.89408
2074,0.2074,776.773,926.508,1.89406
2075,0.2075,776.762,926.514,1.89405
2076,0.2076,776.746,926.518,1.89403
2077,0.2077,776.735,926.523,1.89402
2078,0.2078,776.719,926.527,1.894
2079,0.2079,776.707,926.532,1.89399
2080,0.208,776.692,926.536,1.89397
2081,0.2081,776.68,926.542,1.89396
2082,0.2082,776.664,926.545,1.89394
2083,0.2083,776.653,926.551,1.89393
2084,0.2084,776.637,926.555,1.89391
2085,0.2085,776.626,926.56,1.8939
2086,0.2086,776.61,926.563,1.89388
2087,0.2087,776.598,926.569,1.89387
2088,0.2088,776.582,926.572,1.89385
2089,0.2089,776.571,926.578,1.89384
2090,0.209,776.555,926.581,1.89382
2091,0.2091,776.543,926.586,1.89381
2092,0.2092,776.527,926.59,1.89379
2093,0.2093,776.516,926.595,1.89378
2094,0.2094,776.5,926.598,1.89376
2095,0.2095,776.488,926.603,1.89375
2096,0.2096,776.472,926.607,1.89373
2097,0.2097,776.46,926.612,1.89372
2098,0.2098,776.444,926.615,1.8937
2099,0.2099,776.432,926.62,1.89369
2100,0.21,776.416,926.623,1.89367
2101,0.2101,776.405,926.628,1.89366
2102,0.2102,776.389,926.631,1.89364
2103,0.2103,776.377,926.636,1.89363
2104,0.2104,776.361,926.639,1.89361
2105,0.2105,776.349,926.644,1.8936
2106,0.2106,776.333,926.647,1.89358
2107,0.2107,776.321,926.652,1.89357
2108,0.2108,776.305,926.655,1.89355
2109,0.2109,776.293,926.66,1.89354
2110,0.211,776.277,926.663,1.89352
2111,0.2111,776.265,926.668,1.89351
2112,0.2112,776.249,926.671,1.89349
2113,0.2113,776.236,926.675,1.89348
2114,0.2114,776.22,926.678,1.89346
2115,0.2115,776.208,926.683,1.89345
2116,0.2116,776.192,926.686,1.89343
2117,0.2117,776.18,926.69,1.89342
2118,0.2118,776.164,926.693,1.8934
2119,0.2119,776.152,926.697,1.89339
2120,0.212,776.135,926.7,1.89337
2121,0.2121,776.123,926.705,1.89336
2122,0.2122,776.107,926.707,1.89335
2123,0.2123,776.095,926.712,1.89333
2124,0.2124,776.079,926.714,1.89332
2125,0.2125,776.066,926.719,1.8933
2126,0.2126,776.05,926.721,1.89329
2127,0.2127,776.038,926.725,1.89327
2128,0.2128,776.022,926.728,1.89326
2129,0.2129,776.009,926.732,1.89324
2130,0.213,775.993,926.735,1.89323
2131,0.2131,775.98,926.739,1.89321
2132,0.2132,775.964,926.741,1.8932
2133,0.2133,775.952,926.745,1.89318
2134,0.2134,775.935,926.748,1.89317
2135,0.2135,775.923,926.752,1.89315
2136,0.2136,775.907,926.754,1.89314
2137,0.2137,775.894,926.758,1.89312
2138,0.2138,775.878,926.761,1.89311
2139,0.2139,775.865,926.764,1.8931
2140,0.214,775.849,926.767,1.89308
2141,0.2141,775.836,926.771,1.89307
2142,0.2142,775.82,926.773,1.89305
2143,0.2143,775.807,926.777,1.89304
2144,0.2144,775.791,926.779,1.89302
2145,0.2145,775.778,926.783,1.89301
2146,0.2146,775.762,926.785,1.89299
2147,0.2147,775.749,926.788,1.89298
2148,0.2148,775.732,926.791,1.89296
2149,0.2149,775.72,926.794,1.89295
2150,0.215,775.703,926.796,1.89293
2151,0.2151,775.69,926.8,1.89292
2152,0.2152,775.674,926.802,1.89291
2153,0.2153,775.661,926.805,1.89289
2154,0.2154,775.645,926.807,1.89288
2155,0.2155,775.632,926.811,1.89286
2156,0.2156,775.615,926.813,1.89285
2157,0.2157,775.602,926.816,1.89283
2158,0.2158,775.586,926.818,1.89282
2159,0.2159,775.573,926.821,1.8928
2160,0.216,775.556,926.823,1.89279
2161,0.2161,775.543,926.827,1.89277
2162,0.2162,775.527,926.828,1.89276
2163,0.2163,775.514,926.832,1.89275
2164,0.2164,775.497,926.834,1.89273
2165,0.2165,775.484,926.837,1.89272
2166,0.2166,775.468,926.839,1.8927
2167,0.2167,775.455,926.842,1.89269
2168,0.2168,775.438,926.844,1.89267
2169,0.2169,775.425,926.847,1.89266
2170,0.217,775.409,926.849,1.89264
2171,0.2171,775.396,926.852,1.89263
2172,0.2172,775.379,926.854,1.89262
2173,0.2173,775.366,926.857,1.8926
2174,0.2174,775.35,926.859,1.89259
2175,0.2175,775.337,926.862,1.89257
2176,0.2176,775.321,926.864,1.89256
2177,0.2177,775.307,926.867,1.89254
2178,0.2178,775.291,926.869,1.89253
2179,0.2179,775.278,926.872,1.89251
2180,0.218,775.262,926.874,1.8925
2181,0.2181,775.249,926.877,1.89249
2182,0.2182,775.233,926.88,1.89247
2183,0.2183,775.22,926.883,1.89246
2184,0.2184,775.204,926.885,1.89244
2185,0.2185,775.19,926.888,1.89243
2186,0.2186,775.175,926.89,1.89241
2187,0.2187,775.161,926.893,1.8924
2188,0.2188,775.146,926.895,1.89239
2189,0.2189,775.133,926.899,1.89237
2190,0.219,775.117,926.901,1.89236
2191,0.2191,775.104,926.904,1.89234
2192,0.2192,775.088,926.907,1.89233
2193,0.2193,775.075,926.91,1.89231
2194,0.2194,775.059,926.912,1.8923
2195,0.2195,775.046,926.916,1.89229
2196,0.2196,775.031,926.918,1.89227
2197,0.2197,775.018,926.922,1.89226
2198,0.2198,775.003,926.924,1.89224
2199,0.2199,774.99,926.928,1.89223
2200,0.22,774.974,926.93,1.89221
2201,0.2201,774.962,926.934,1.8922
2202,0.2202,774.946,926.936,1.89219
2203,0.2203,774.934,926.94,1.89217
2204,0.2204,774.918,926.943,1.89216
2205,0.2205,774.906,926.946,1.89214
2206,0.2206,774.891,926.949,1.89213
2207,0.2207,774.878,926.953,1.89211
2208,0.2208,774.863,926.956,1.8921
2209,0.2209,774.851,926.96,1.89209
2210,0.221,774.836,926.963,1.89207
2211,0.2211,774.823,926.967,1.89206
2212,0.2212,774.809,926.97,1.89204
2213,0.2213,774.796,926.974,1.89203
2214,0.2214,774.782,926.977,1.89201
2215,0.2215,774.769,926.981,1.892
2216,0.2216,774.755,926.985,1.89199
2217,0.2217,774.742,926.989,1.89197
2218,0.2218,774.728,926.992,1.89196
2219,0.2219,774.716,926.997,1.89194
2220,0.222,774.702,927,1.89193
2221,0.2221,774.69,927.005,1.89192
2222,0.2222,774.675,927.008,1.8919
2223,0.2223,774.663,927.013,1.89189
2224,0.2224,774.649,927.017,1.89187
2225,0.2225,774.637,927.021,1.89186
2226,0.2226,774.624,927.025,1.89185
2227,0.2227,774.612,927.03,1.89183
2228,0.2228,774.598,927.034,1.89182
2229,0.2229,774.586,927.039,1.8918
2230,0.223,774.573,927.043,1.89179
2231,0.2231,774.561,927.048,1.89177
2232,0.2232,774.547,927.052,1.89176
2233,0.2233,774.536,927.057,1.89175
2234,0.2234,774.522,927.061,1.89173
2235,0.2235,774.511,927.066,1.89172
2236,0.2236,774.497,927.071,1.8917
2237,0.2237,774.486,927.076,1.89169
2238,0.2238,774.473,927.08,1.89168
2239,0.2239,774.461,927.085,1.89166
2240,0.224,774.448,927.09,1.89165
2241,0.2241,774.437,927.095,1.89163
2242,0.2242,774.424,927.1,1.89162
2243,0.2243,774.413,927.105,1.89161
2244,0.2244,774.4,927.11,1.89159
2245,0.2245,774.389,927.115,1.89158
2246,0.2246,774.376,927.12,1.89156
2247,0.2247,774.365,927.126,1.89155
2248,0.2248,774.352,927.131,1.89154
2249,0.2249,774.341,927.136,1.89152
2250,0.225,774.328,927.141,1.89151
2251,0.2251,774.317,927.147,1.89149
2252,0.2252,774.304,927.152,1.89148
2253,0.2253,774.293,927.157,1.89147
2254,0.2254,774.281,927.162,1.89145
2255,0.2255,774.27,927.168,1.89144
2256,0.2256,774.257,927.173,1.89142
2257,0.2257,774.246,927.179,1.89141
2258,0.2258,774.234,927.184,1.8914
2259,0.2259,774.223,927.189,1.89138
2260,0.226,774.211,927.195,1.89137
2261,0.2261,774.2,927.201,1.89136
2262,0.2262,774.188,927.205,1.89134
2263,0.2263,774.174,927.208,1.89133
2264,0.2264,774.16,927.211,1.89131
2265,0.2265,774.145,927.212,1.8913
2266,0.2266,774.131,927.215,1.89129
2267,0.2267,774.116,927.216,1.89127
2268,0.2268,774.102,927.218,1.89126
2269,0.2269,774.087,927.22,1.89124
2270,0.227,774.073,927.222,1.89123
2271,0.2271,774.058,927.224,1.89122
2272,0.2272,774.044,927.226,1.8912
2273,0.2273,774.029,927.228,1.89119
2274,0.2274,774.015,927.23,1.89118
2275,0.2275,774,927.232,1.89116
2276,0.2276,773.986,927.234,1.89115
2277,0.2277,773.971,927.236,1.89113
2278,0.2278,773.958,927.238,1.89112
2279,0.2279,773.943,927.24,1.89111
2280,0.228,773.929,927.242,1.89109
2281,0.2281,773.914,927.244,1.89108
2282,0.2282,773.9,927.247,1.89107
2283,0.2283,773.886,927.249,1.89105
2284,0.2284,773.872,927.251,1.89104
2285,0.2285,773.857,927.253,1.89102
2286,0.2286,773.844,927.255,1.89101
2287,0.2287,773.829,927.257,1.891
2288,0.2288,773.815,927.26,1.89098
2289,0.2289,773.801,927.262,1.89097
2290,0.229,773.787,927.264,1.89096
2291,0.2291,773.772,927.266,1.89094
2292,0.2292,773.759,927.269,1.89093
2293,0.2293,773.744,927.271,1.89092
2294,0.2294,773.731,927.273,1.8909
2295,0.2295,773.716,927.275,1.89089
2296,0.2296,773.702,927.278,1.89087
2297,0.2297,773.688,927.28,1.89086
2298,0.2298,773.674,927.282,1.89085
2299,0.2299,773.66,927.285,1.89083
2300,0.23,773.646,927.287,1.89082
2301,0.2301,773.632,927.289,1.89081
2302,0.2302,773.618,927.291,1.89079
2303,0.2303,773.604,927.294,1.89078
2304,0.2304,773.59,927.296,1.89077
2305,0.2305,773.576,927.298,1.89075
2306,0.2306,773.562,927.3,1.89074
2307,0.2307,773.548,927.302,1.89072
2308,0.2308,773.534,927.305,1.89071
2309,0.2309,773.52,927.307,1.8907
2310,0.231,773.506,927.309,1.89068
2311,0.2311,773.492,927.311,1.89067
2312,0.2312,773.478,927.314,1.89066
2313,0.2313,773.466,927.318,1.89064
2314,0.2314,773.453,927.322,1.89063
2315,0.2315,773.44,927.325,1.89062
2316,0.2316,773.427,927.328,1.8906
2317,0.2317,773.413,927.331,1.89059
2318,0.2318,773.4,927.334,1.89058
2319,0.2319,773.387,927.337,1.89056
2320,0.232,773.373,927.34,1.89055
2321,0.2321,773.36,927.342,1.89053
2322,0.2322,773.346,927.345,1.89052
2323,0.2323,773.333,927.348,1.89051
2324,0.2324,773.319,927.35,1.89049
2325,0.2325,773.306,927.353,1.89048
2326,0.2326,773.292,927.356,1.89047
2327,0.2327,773.278,927.358,1.89045
2328,0.2328,773.265,927.361,1.89044
2329,0.2329,773.252,927.364,1.89043
2330,0.233,773.239,927.368,1.89041
2331,0.2331,773.226,927.371,1.8904
2332,0.2332,773.214,927.375,1.89039
2333,0.2333,773.201,927.378,1.89037
2334,0.2334,773.187,927.381,1.89036
2335,0.2335,773.174,927.384,1.89035
2336,0.2336,773.161,927.387,1.89033
2337,0.2337,773.149,927.391,1.89032
2338,0.2338,773.136,927.394,1.89031
2339,0.2339,773.123,927.397,1.89029
2340,0.234,773.11,927.4,1.89028
2341,0.2341,773.097,927.403,1.89027
2342,0.2342,773.084,927.406,1.89025
2343,0.2343,773.07,927.409,1.89024
2344,0.2344,773.057,927.412,1.89023
2345,0.2345,773.044,927.415,1.89021
2346,0.2346,773.031,927.418,1.8902
2347,0.2347,773.018,927.421,1.89019
2348,0.2348,773.005,927.424,1.89017
2349,0.2349,772.992,927.427,1.89016
2350,0.235,772.979,927.43,1.89015
2351,0.2351,772.966,927.433,1.89013
2352,0.2352,772.953,927.436,1.89012
2353,0.2353,772.94,927.439,1.89011
2354,0.2354,772.927,927.443,1.89009
2355,0.2355,772.914,927.446,1.89008
2356,0.2356,772.902,927.45,1.89007
2357,0.2357,772.89,927.454,1.89005
2358,0.2358,772.878,927.458,1.89004
2359,0.2359,772.867,927.463,1.89003
2360,0.236,772.855,927.468,1.89001
2361,0.2361,772.844,927.474,1.89
2362,0.2362,772.834,927.48,1.88999
2363,0.2363,772.824,927.486,1.88997
2364,0.2364,772.814,927.493,1.88996
2365,0.2365,772.805,927.5,1.88995
2366,0.2366,772.796,927.508,1.88993
2367,0.2367,772.787,927.517,1.88992
2368,0.2368,772.779,927.525,1.88991
2369,0.2369,772.771,927.534,1.88989
2370,0.237,772.764,927.544,1.88988
2371,0.2371,772.757,927.554,1.88987
2372,0.2372,772.75,927.564,1.88985
2373,0.2373,772.743,927.574,1.88984
2374,0.2374,772.737,927.585,1.88983
2375,0.2375,772.73,927.596,1.88981
2376,0.2376,772.724,927.607,1.8898
2377,0.2377,772.718,927.618,1.88979
2378,0.2378,772.712,927.629,1.88977
2379,0.2379,772.706,927.64,1.88976
2380,0.238,772.701,927.652,1.88975
2381,0.2381,772.695,927.663,1.88973
2382,0.2382,772.689,927.675,1.88972
2383,0.2383,772.684,927.686,1.88971
2384,0.2384,772.678,927.698,1.88969
2385,0.2385,772.673,927.71,1.88968
2386,0.2386,772.667,927.721,1.88967
2387,0.2387,772.662,927.733,1.88965
2388,0.2388,772.657,927.745,1.88964
2389,0.2389,772.651,927.757,1.88963
2390,0.239,772.646,927.769,1.88962
2391,0.2391,772.641,927.78,1.8896
2392,0.2392,772.635,927.792,1.88959
2393,0.2393,772.63,927.804,1.88958
2394,0.2394,772.625,927.816,1.88956
2395,0.2395,772.62,927.828,1.88955
2396,0.2396,772.615,927.84,1.88954
2397,0.2397,772.61,927.852,1.88952
2398,0.2398,772.604,927.864,1.88951
2399,0.2399,772.599,927.876,1.8895
2400,0.24,772.594,927.888,1.88948
2401,0.2401,772.589,927.9,1.88947
2402,0.2402,772.584,927.912,1.88946
2403,0.2403,772.579,927.924,1.88944
2404,0.2404,772.574,927.936,1.88943
2405,0.2405,772.569,927.948,1.88942
2406,0.2406,772.564,927.96,1.8894
2407,0.2407,772.559,927.972,1.88939
2408,0.2408,772.554,927.984,1.88938
2409,0.2409,772.549,927.996,1.88937
2410,0.241,772.544,928.008,1.88935
2411,0.2411,772.539,928.02,1.88934
2412,0.2412,772.534,928.032,1.88933
2413,0.2413,772.53,928.044,1.88931
2414,0.2414,772.525,928.056,1.8893
2415,0.2415,772.52,928.068,1.88929
2416,0.2416,772.515,928.08,1.88927
2417,0.2417,772.51,928.092,1.88926
2418,0.2418,772.505,928.104,1.88925
2419,0.2419,772.5,928.117,1.88923
2420,0.242,772.496,928.129,1.88922
2421,0.2421,772.491,928.141,1.88921
2422,0.2422,772.486,928.153,1.8892
2423,0.2423,772.481,928.165,1.88918
2424,0.2424,772.476,928.177,1.88917
2425,0.2425,772.472,928.189,1.88916
2426,0.2426,772.467,928.201,1.88914
2427,0.2427,772.462,928.213,1.88913
2428,0.2428,772.457,928.225,1.88912
2429,0.2429,772.453,928.237,1.8891
2430,0.243,772.448,928.249,1.88909
2431,0.2431,772.443,928.261,1.88908
2432,0.2432,772.438,928.273,1.88907
2433,0.2433,772.434,928.285,1.88905
2434,0.2434,772.429,928.297,1.88904
2435,0.2435,772.424,928.31,1.88903
2436,0.2436,772.42,928.322,1.88901
2437,0.2437,772.415,928.334,1.889
2438,0.2438,772.41,928.346,1.88899
2439,0.2439,772.405,928.358,1.88898
2440,0.244,772.401,928.37,1.88896
2441,0.2441,772.396,928.382,1.88895
2442,0.2442,772.391,928.394,1.88894
2443,0.2443,772.387,928.406,1.88892
2444,0.2444,772.382,928.418,1.88891
2445,0.2445,772.377,928.43,1.8889
2446,0.2446,772.373,928.442,1.88888
2447,0.2447,772.368,928.454,1.88887
2448,0.2448,772.363,928.466,1.88886
2449,0.2449,772.359,928.478,1.88885
2450,0.245,772.354,928.49,1.88883
2451,0.2451,772.349,928.502,1.88882
2452,0.2452,772.345,928.514,1.88881
2453,0.2453,772.34,928.526,1.88879
2454,0.2454,772.336,928.537,1.88878
2455,0.2455,772.331,928.549,1.88877
2456,0.2456,772.326,928.561,1.88876
2457,0.2457,772.322,928.573,1.88874
2458,0.2458,772.317,928.585,1.88873
2459,0.2459,772.312,928.597,1.88872
2460,0.246,772.308,928.609,1.88871
2461,0.2461,772.303,928.621,1.88869
2462,0.2462,772.299,928.633,1.88868
2463,0.2463,772.294,928.645,1.88867
2464,0.2464,772.289,928.656,1.88865
2465,0.2465,772.285,928.668,1.88864
2466,0.2466,772.28,928.68,1.88863
2467,0.2467,772.275,928.692,1.88862
2468,0.2468,772.271,928.704,1.8886
2469,0.2469,772.266,928.716,1.88859
2470,0.247,772.262,928.728,1.88858
2471,0.2471,772.257,928.739,1.88856
2472,0.2472,772.252,928.751,1.88855
2473,0.2473,772.248,928.763,1.88854
2474,0.2474,772.243,928.775,1.88853
2475,0.2475,772.239,928.786,1.88851
2476,0.2476,772.234,928.798,1.8885
2477,0.2477,772.229,928.81,1.88849
2478,0.2478,772.225,928.822,1.88848
2479,0.2479,772.22,928.833,1.88846
2480,0.248,772.216,928.845,1.88845
2481,0.2481,772.211,928.857,1.88844
2482,0.2482,772.206,928.869,1.88842
2483,0.2483,772.202,928.88,1.88841
2484,0.2484,772.197,928.892,1.8884
2485,0.2485,772.192,928.904,1.88839
2486,0.2486,772.188,928.915,1.88837
2487,0.2487,772.183,928.927,1.88836
2488,0.2488,772.179,928.939,1.88835
2489,0.2489,772.174,928.95,1.88834
2490,0.249,772.169,928.962,1.88832
2491,0.2491,772.165,928.973,1.88831
2492,0.2492,772.16,928.985,1.8883
2493,0.2493,772.156,928.997,1.88829
2494,0.2494,772.151,929.008,1.88827
2495,0.2495,772.146,929.02,1.88826
2496,0.2496,772.142,929.031,1.88825
2497,0.2497,772.137,929.043,1.88824
2498,0.2498,772.132,929.054,1.88822
2499,0.2499,772.128,929.066,1.88821
2500,0.25,772.123,929.077,1.8882
